age,gender,height_cm,weight_kg,bmi,bmi_category,bmr,tdee,activity_level,activity_multiplier,Mod_act,Vig_act,has_activity_data,fitness_goal,workout_template_id,nutrition_template_id,data_source,split
57,Female,167.6,63.5,22.6,Normal,1307.3,2026.4,Moderate Activity,1.55,4.0,1.0,True,Maintenance,8,6,real,train
59,Female,167.6,65.8,23.4,Normal,1319.7,2388.6,High Activity,1.81,5.0,0.0,True,Maintenance,9,6,real,train
49,Male,182.9,79.4,23.73,Normal,1751.3,3169.8,High Activity,1.81,48.0,8.0,True,Fat Loss,3,1,real,train
57,Female,165.1,59.0,21.63,Normal,1257.5,1949.2,Moderate Activity,1.55,3.0,1.0,True,Maintenance,8,6,real,train
32,Male,154.9,77.1,32.12,Obese,1683.3,3046.8,High Activity,1.81,15.0,11.0,True,Fat Loss,3,3,real,train
25,Female,165.1,90.7,33.28,Obese,1689.7,2619.0,Moderate Activity,1.55,1.0,2.0,True,Fat Loss,2,3,real,train
57,Female,162.6,70.8,26.78,Overweight,1358.7,2459.3,High Activity,1.81,20.0,0.0,True,Fat Loss,3,2,real,train
42,Male,175.3,90.7,29.53,Overweight,1906.4,3450.5,High Activity,1.81,8.0,3.0,True,Maintenance,9,7,real,train
64,Male,170.2,81.6,28.19,Overweight,1635.5,2960.3,High Activity,1.81,2.0,3.0,True,Fat Loss,3,2,real,train
31,Female,170.2,79.4,27.41,Overweight,1574.6,2850.0,High Activity,1.81,12.0,1.0,True,Fat Loss,3,2,real,train
58,Male,188.0,99.8,28.25,Overweight,1998.0,3616.4,High Activity,1.81,5.0,3.0,True,Fat Loss,3,2,real,train
54,Female,175.3,79.4,25.84,Overweight,1490.7,2698.2,High Activity,1.81,25.0,10.0,True,Fat Loss,3,2,real,train
28,Female,165.1,61.2,22.46,Normal,1404.1,2541.4,High Activity,1.81,40.0,4.0,True,Fat Loss,3,1,real,train
62,Male,154.9,78.9,32.88,Obese,1537.3,1983.1,Low Activity,1.29,0.0,0.0,False,Fat Loss,1,3,real,train
46,Female,157.5,47.6,19.2,Normal,1176.7,2129.8,High Activity,1.81,40.0,0.0,True,Maintenance,9,6,real,train
46,Male,182.9,88.5,26.45,Overweight,1889.8,3420.6,High Activity,1.81,12.0,9.0,True,Fat Loss,3,2,real,train
21,Male,180.3,88.5,27.2,Overweight,2019.6,3130.3,Moderate Activity,1.55,3.0,1.0,True,Fat Loss,2,2,real,train
57,Male,182.9,100.2,29.97,Overweight,1985.4,3593.5,High Activity,1.81,20.0,0.0,True,Fat Loss,3,2,real,train
55,Female,160.0,45.4,17.71,Underweight,1124.6,1450.8,Low Activity,1.29,2.0,0.0,True,Muscle Gain,4,4,real,train
50,Female,167.6,72.6,25.82,Overweight,1421.5,2573.0,High Activity,1.81,40.0,6.0,True,Fat Loss,3,2,real,train
44,Female,160.0,56.7,22.14,Normal,1277.1,2311.6,High Activity,1.81,7.0,5.0,True,Maintenance,9,6,real,train
47,Male,172.7,72.6,24.33,Normal,1622.7,2937.1,High Activity,1.81,5.0,5.0,True,Maintenance,9,6,real,train
49,Female,154.9,47.6,19.84,Normal,1155.8,2092.1,High Activity,1.81,20.0,1.0,True,Maintenance,9,6,real,train
34,Female,165.1,56.7,20.8,Normal,1336.1,2071.0,Moderate Activity,1.55,3.0,2.0,True,Fat Loss,2,1,real,train
56,Male,154.9,90.7,37.79,Obese,1729.4,3130.1,High Activity,1.81,14.0,2.0,True,Fat Loss,3,3,real,train
26,Male,188.0,86.2,24.39,Normal,1997.4,3615.2,High Activity,1.81,30.0,6.0,True,Maintenance,9,6,real,train
54,Female,172.7,68.0,22.81,Normal,1378.0,2494.2,High Activity,1.81,8.0,1.0,True,Maintenance,9,6,real,train
52,Male,190.5,77.1,21.25,Normal,1740.4,3150.2,High Activity,1.81,6.0,3.0,True,Fat Loss,3,1,real,train
41,Male,182.9,81.6,24.41,Normal,1827.1,3307.0,High Activity,1.81,6.0,10.0,True,Maintenance,9,6,real,train
60,Male,180.3,72.6,22.32,Normal,1585.5,2869.7,High Activity,1.81,16.0,1.0,True,Fat Loss,3,1,real,train
37,Male,185.4,83.9,24.41,Normal,1892.3,3425.1,High Activity,1.81,4.0,5.0,True,Muscle Gain,6,5,real,train
44,Female,157.5,53.5,21.58,Normal,1239.9,2244.2,High Activity,1.81,12.0,0.0,True,Maintenance,9,7,real,train
46,Male,167.6,68.0,24.21,Normal,1543.2,2793.3,High Activity,1.81,40.0,0.0,True,Fat Loss,3,1,real,train
50,Male,175.3,99.8,32.49,Obese,1982.5,3072.8,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,3,real,train
58,Male,175.3,90.7,29.53,Overweight,1815.5,3286.1,High Activity,1.81,25.0,5.0,True,Fat Loss,3,2,real,train
39,Male,182.9,95.3,28.48,Overweight,2020.7,3657.5,High Activity,1.81,10.0,3.0,True,Fat Loss,3,2,real,train
23,Male,180.3,73.5,22.59,Normal,1807.7,3271.9,High Activity,1.81,5.0,3.0,True,Muscle Gain,6,5,real,train
50,Female,157.5,56.7,22.86,Normal,1243.3,2250.3,High Activity,1.81,30.0,1.0,True,Muscle Gain,6,5,real,train
52,Female,172.7,72.6,24.33,Normal,1428.6,1842.9,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,1,real,train
25,Female,160.0,81.6,31.89,Obese,1590.1,2878.0,High Activity,1.81,20.0,0.0,True,Fat Loss,3,3,real,train
26,Male,165.1,65.8,24.13,Normal,1614.2,2082.3,Low Activity,1.29,2.0,0.0,True,Muscle Gain,4,5,real,train
60,Female,167.6,68.0,24.21,Normal,1336.3,2418.7,High Activity,1.81,20.0,7.0,True,Fat Loss,3,1,real,train
26,Female,175.3,79.4,25.84,Overweight,1612.0,2917.7,High Activity,1.81,12.0,3.0,True,Fat Loss,3,2,real,train
64,Male,188.0,90.7,25.68,Overweight,1842.4,3334.8,High Activity,1.81,10.0,0.0,True,Fat Loss,3,2,real,train
26,Male,154.9,81.6,34.01,Obese,1778.1,3218.4,High Activity,1.81,5.0,2.0,True,Fat Loss,3,3,real,train
53,Male,193.0,95.3,25.56,Overweight,1990.0,3084.5,Moderate Activity,1.55,3.0,1.0,True,Maintenance,8,7,real,train
64,Female,157.5,52.2,21.03,Normal,1140.7,1471.5,Low Activity,1.29,0.0,0.0,False,Fat Loss,1,1,real,train
62,Male,182.9,111.1,33.23,Obese,2102.8,3259.4,Moderate Activity,1.55,3.0,2.0,True,Fat Loss,2,3,real,train
36,Female,165.1,81.6,29.95,Overweight,1558.2,2820.3,High Activity,1.81,10.0,7.0,True,Fat Loss,3,2,real,train
63,Male,180.3,81.6,25.1,Overweight,1690.0,3058.9,High Activity,1.81,20.0,20.0,True,Fat Loss,3,2,real,train
18,Female,160.0,59.9,23.38,Normal,1419.1,2568.5,High Activity,1.81,16.0,0.0,True,Fat Loss,3,1,real,train
62,Male,170.2,49.9,17.23,Underweight,1221.5,2211.0,High Activity,1.81,10.0,0.0,True,Muscle Gain,6,4,real,train
33,Female,167.6,97.5,34.7,Obese,1725.8,3123.8,High Activity,1.81,5.0,2.0,True,Fat Loss,3,3,real,train
65,Male,182.9,88.5,26.45,Overweight,1782.0,2298.7,Low Activity,1.29,0.0,0.0,True,Fat Loss,1,2,real,train
52,Female,167.6,70.3,25.02,Overweight,1391.9,2519.4,High Activity,1.81,50.0,0.0,True,Fat Loss,3,2,real,train
65,Male,154.9,97.5,40.62,Obese,1769.4,3202.7,High Activity,1.81,20.0,0.0,True,Fat Loss,3,3,real,train
43,Male,175.3,79.4,25.84,Overweight,1748.8,3165.3,High Activity,1.81,15.0,10.0,True,Fat Loss,9,3,real,train
42,Female,162.6,77.1,29.18,Overweight,1482.4,2297.7,Moderate Activity,1.55,3.0,2.0,True,Fat Loss,2,2,real,train
63,Male,167.6,72.6,25.82,Overweight,1507.5,2728.6,High Activity,1.81,3.0,3.0,True,Fat Loss,3,2,real,train
53,Female,167.6,54.4,19.37,Normal,1240.8,2245.8,High Activity,1.81,12.0,1.0,True,Maintenance,9,6,real,train
24,Female,170.2,129.3,44.64,Obese,2066.3,3740.0,High Activity,1.81,7.0,3.0,True,Fat Loss,3,3,real,train
45,Male,154.9,80.7,33.63,Obese,1658.1,2570.1,Moderate Activity,1.55,2.0,2.0,True,Fat Loss,2,3,real,train
65,Male,175.3,99.8,32.49,Obese,1897.3,3434.1,High Activity,1.81,100.0,0.0,True,Fat Loss,3,3,real,train
19,Female,160.0,63.5,24.8,Normal,1448.3,2621.4,High Activity,1.81,20.0,12.0,True,Muscle Gain,6,5,real,train
61,Female,157.5,81.6,32.92,Obese,1426.3,2581.6,High Activity,1.81,40.0,0.0,True,Fat Loss,3,3,real,train
51,Female,167.6,68.0,24.21,Normal,1375.3,2489.2,High Activity,1.81,10.0,0.0,True,Maintenance,9,6,real,train
51,Female,162.6,81.6,30.9,Obese,1485.4,1916.1,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,3,real,train
24,Female,167.6,79.4,28.25,Overweight,1597.0,2890.6,High Activity,1.81,10.0,2.0,True,Fat Loss,3,2,real,train
52,Female,157.5,74.8,30.18,Obese,1402.4,1809.1,Low Activity,1.29,0.0,0.0,True,Fat Loss,1,3,real,train
42,Female,160.0,54.4,21.26,Normal,1264.8,2289.3,High Activity,1.81,5.0,0.0,True,Fat Loss,3,1,real,train
27,Male,182.9,142.9,42.72,Obese,2726.9,4935.7,High Activity,1.81,5.0,1.0,True,Fat Loss,3,3,real,train
44,Male,180.3,88.5,27.2,Overweight,1889.0,3419.1,High Activity,1.81,50.0,5.0,True,Maintenance,9,7,real,train
52,Male,185.4,90.7,26.39,Overweight,1898.3,3436.0,High Activity,1.81,5.0,3.0,True,Fat Loss,3,2,real,train
49,Female,167.6,61.2,21.79,Normal,1321.0,2391.0,High Activity,1.81,50.0,5.0,True,Maintenance,9,6,real,train
60,Male,200.7,127.0,31.54,Obese,2412.2,4366.1,High Activity,1.81,20.0,2.0,True,Fat Loss,3,3,real,train
55,Male,154.9,104.3,43.46,Obese,1917.3,3470.4,High Activity,1.81,12.0,1.0,True,Fat Loss,3,3,real,train
57,Male,154.9,79.4,33.07,Obese,1571.8,2436.2,Moderate Activity,1.55,4.0,1.0,True,Fat Loss,2,3,real,train
32,Female,154.9,49.9,20.78,Normal,1250.4,1938.1,Moderate Activity,1.55,4.0,2.0,True,Fat Loss,2,1,real,train
39,Female,172.7,72.6,24.33,Normal,1484.9,2687.7,High Activity,1.81,5.0,0.0,True,Muscle Gain,6,5,real,train
52,Female,170.2,58.1,20.05,Normal,1286.5,2328.6,High Activity,1.81,20.0,0.0,True,Maintenance,9,6,real,train
64,Female,167.6,68.0,24.21,Normal,1319.0,2387.3,High Activity,1.81,12.0,2.0,True,Maintenance,9,6,real,train
63,Male,188.0,86.2,24.39,Normal,1787.3,3235.0,High Activity,1.81,25.0,20.0,True,Maintenance,9,6,real,train
55,Female,162.6,59.0,22.31,Normal,1258.3,1950.4,Moderate Activity,1.55,3.0,1.0,True,Maintenance,8,6,real,train
51,Female,165.1,69.4,25.46,Overweight,1380.0,2497.8,High Activity,1.81,15.0,1.0,True,Fat Loss,3,2,real,train
20,Female,167.6,52.2,18.56,Normal,1362.7,2466.5,High Activity,1.81,20.0,0.0,True,Maintenance,9,6,real,train
49,Male,154.9,72.6,30.23,Obese,1526.0,2762.1,High Activity,1.81,15.0,5.0,True,Fat Loss,3,3,real,train
19,Male,182.9,77.1,23.06,Normal,1891.2,3423.1,High Activity,1.81,5.0,5.0,True,Muscle Gain,6,5,real,train
58,Male,188.0,90.7,25.68,Overweight,1876.5,3396.4,High Activity,1.81,10.0,3.0,True,Fat Loss,3,2,real,train
43,Male,154.9,86.2,35.9,Obese,1742.4,3153.7,High Activity,1.81,20.0,40.0,True,Fat Loss,3,3,real,train
39,Female,157.5,59.0,23.78,Normal,1311.9,2374.5,High Activity,1.81,2.0,5.0,True,Maintenance,9,6,real,train
59,Female,167.6,63.5,22.6,Normal,1298.7,2350.6,High Activity,1.81,9.0,1.0,True,Fat Loss,3,1,real,train
50,Male,180.3,104.3,32.08,Obese,2067.6,3742.4,High Activity,1.81,8.0,6.0,True,Fat Loss,3,3,real,train
60,Female,157.5,75.3,30.36,Obese,1371.9,1769.8,Low Activity,1.29,0.0,0.0,False,Fat Loss,1,3,real,train
42,Male,154.9,77.1,32.12,Obese,1626.5,2944.0,High Activity,1.81,30.0,5.0,True,Fat Loss,3,3,real,train
18,Female,185.4,68.0,19.79,Normal,1573.2,2847.6,High Activity,1.81,2.0,8.0,True,Maintenance,9,6,real,train
51,Male,180.3,90.7,27.89,Overweight,1879.6,3402.2,High Activity,1.81,6.0,6.0,True,Fat Loss,3,2,real,train
28,Male,188.0,90.3,25.55,Overweight,2040.7,3693.7,High Activity,1.81,25.0,5.0,True,Fat Loss,3,2,real,train
64,Male,182.9,86.2,25.77,Overweight,1757.3,3180.6,High Activity,1.81,30.0,0.0,True,Maintenance,9,7,real,train
65,Female,165.1,67.6,24.79,Normal,1302.6,2357.7,High Activity,1.81,10.0,5.0,True,Maintenance,9,6,real,train
60,Female,172.7,54.4,18.25,Underweight,1226.2,2219.4,High Activity,1.81,42.0,0.0,True,Muscle Gain,6,4,real,train
43,Female,167.6,68.0,24.21,Normal,1409.9,2551.9,High Activity,1.81,10.0,3.0,True,Fat Loss,3,1,real,train
45,Female,165.1,59.0,21.63,Normal,1309.5,2370.2,High Activity,1.81,7.0,2.0,True,Maintenance,9,6,real,train
62,Female,160.0,99.8,38.97,Obese,1597.6,2476.3,Moderate Activity,1.55,4.0,2.0,True,Fat Loss,2,3,real,train
23,Female,160.0,63.5,24.8,Normal,1431.0,2590.0,High Activity,1.81,10.0,10.0,True,Muscle Gain,6,5,real,train
31,Male,193.0,108.9,29.21,Overweight,2297.2,4157.9,High Activity,1.81,10.0,0.0,True,Fat Loss,3,2,real,train
36,Male,170.2,83.9,28.97,Overweight,1824.9,3303.0,High Activity,1.81,7.0,0.0,True,Maintenance,9,7,real,train
50,Female,165.1,99.8,36.61,Obese,1665.3,3014.3,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
55,Female,162.6,72.6,27.46,Overweight,1384.2,2145.4,Moderate Activity,1.55,3.0,2.0,True,Fat Loss,2,2,real,train
29,Female,162.6,90.7,34.33,Obese,1664.5,3012.8,High Activity,1.81,20.0,1.0,True,Fat Loss,3,3,real,train
65,Female,172.7,70.3,23.57,Normal,1351.4,2446.0,High Activity,1.81,22.0,0.0,True,Maintenance,9,6,real,train
54,Male,190.5,99.8,27.5,Overweight,2032.9,3679.6,High Activity,1.81,15.0,10.0,True,Maintenance,9,7,real,train
42,Male,162.6,76.2,28.84,Overweight,1651.0,2988.2,High Activity,1.81,40.0,2.0,True,Fat Loss,3,2,real,train
56,Female,172.7,71.2,23.87,Normal,1398.7,2531.7,High Activity,1.81,16.0,5.0,True,Maintenance,9,6,real,train
61,Female,165.1,63.5,23.3,Normal,1282.2,1654.0,Low Activity,1.29,1.0,0.0,True,Maintenance,7,6,real,train
60,Female,170.2,59.0,20.36,Normal,1260.3,2281.1,High Activity,1.81,12.0,0.0,True,Fat Loss,3,1,real,train
20,Male,180.3,81.6,25.1,Overweight,1934.1,3500.7,High Activity,1.81,15.0,0.0,True,Fat Loss,3,2,real,train
57,Male,167.6,81.6,29.05,Overweight,1663.1,3010.2,High Activity,1.81,15.0,2.0,True,Fat Loss,3,2,real,train
40,Female,157.5,49.9,20.12,Normal,1223.6,2214.8,High Activity,1.81,14.0,10.0,True,Fat Loss,3,1,real,train
56,Male,180.3,97.5,29.99,Overweight,1942.4,3515.8,High Activity,1.81,5.0,2.0,True,Maintenance,9,7,real,train
40,Male,175.3,81.6,26.58,Overweight,1796.2,3251.1,High Activity,1.81,5.0,0.0,True,Fat Loss,3,2,real,train
59,Female,165.1,83.9,30.79,Obese,1479.6,2678.0,High Activity,1.81,5.0,1.0,True,Fat Loss,3,3,real,train
49,Male,172.7,68.0,22.81,Normal,1550.6,2806.6,High Activity,1.81,5.0,10.0,True,Maintenance,9,6,real,train
52,Female,160.0,72.6,28.34,Overweight,1389.3,2514.6,High Activity,1.81,20.0,0.0,True,Maintenance,9,7,real,train
57,Male,182.9,106.1,31.74,Obese,2064.4,2663.0,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,3,real,train
31,Female,167.6,72.6,25.82,Overweight,1503.8,2721.9,High Activity,1.81,6.0,0.0,True,Maintenance,9,7,real,train
18,Female,170.2,58.1,20.05,Normal,1433.7,2595.1,High Activity,1.81,10.0,2.0,True,Maintenance,9,6,real,train
47,Female,162.6,54.0,20.43,Normal,1246.8,2256.8,High Activity,1.81,2.0,3.0,True,Maintenance,3,7,real,train
51,Female,165.1,59.0,21.63,Normal,1283.5,2323.2,High Activity,1.81,5.0,3.0,True,Muscle Gain,6,5,real,train
50,Male,182.9,82.6,24.68,Normal,1788.1,3236.5,High Activity,1.81,8.0,40.0,True,Maintenance,9,6,real,train
52,Male,180.3,88.5,27.2,Overweight,1843.6,3336.9,High Activity,1.81,5.0,0.0,True,Fat Loss,3,2,real,train
30,Female,172.7,63.5,21.29,Normal,1440.0,2606.4,High Activity,1.81,20.0,5.0,True,Maintenance,9,6,real,train
65,Male,185.4,74.8,21.77,Normal,1611.9,2917.5,High Activity,1.81,15.0,0.0,True,Maintenance,9,6,real,train
31,Female,165.1,54.4,19.97,Normal,1328.2,2404.0,High Activity,1.81,30.0,1.0,True,Maintenance,9,6,real,train
57,Female,152.4,63.5,27.34,Overweight,1260.1,2280.8,High Activity,1.81,20.0,2.0,True,Fat Loss,3,2,real,train
50,Female,175.3,59.0,19.2,Normal,1319.3,2388.0,High Activity,1.81,5.0,0.0,True,Fat Loss,3,1,real,train
50,Female,167.6,65.8,23.4,Normal,1358.6,2459.1,High Activity,1.81,100.0,200.0,True,Muscle Gain,6,5,real,train
65,Female,162.6,50.8,19.22,Normal,1139.5,2062.5,High Activity,1.81,20.0,0.0,True,Fat Loss,3,1,real,train
48,Female,172.7,95.3,31.93,Obese,1655.7,2996.7,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
56,Male,170.2,77.1,26.63,Overweight,1620.2,2932.6,High Activity,1.81,35.0,3.0,True,Maintenance,9,7,real,train
44,Female,167.6,61.2,21.79,Normal,1342.7,2430.2,High Activity,1.81,4.0,4.0,True,Maintenance,9,6,real,train
57,Female,160.0,63.0,24.62,Normal,1279.5,2316.0,High Activity,1.81,5.0,0.0,True,Maintenance,9,6,real,train
56,Female,160.0,81.6,31.89,Obese,1455.8,2635.1,High Activity,1.81,20.0,0.0,True,Fat Loss,3,3,real,train
53,Female,165.1,73.9,27.12,Overweight,1413.3,2558.0,High Activity,1.81,20.0,2.0,True,Maintenance,9,7,real,train
50,Male,154.9,88.5,36.84,Obese,1733.0,3136.8,High Activity,1.81,10.0,0.0,True,Fat Loss,3,3,real,train
33,Female,165.1,64.4,23.63,Normal,1411.8,2555.3,High Activity,1.81,3.0,6.0,True,Muscle Gain,6,5,real,train
48,Male,162.6,65.8,24.89,Normal,1477.1,2673.6,High Activity,1.81,7.0,0.0,True,Maintenance,9,6,real,train
37,Male,154.9,86.2,35.9,Obese,1776.5,3215.4,High Activity,1.81,32.0,0.0,True,Fat Loss,3,3,real,train
48,Female,157.5,59.0,23.78,Normal,1272.9,1642.0,Low Activity,1.29,0.0,0.0,False,Muscle Gain,4,5,real,train
45,Male,170.2,90.7,31.32,Obese,1864.9,3375.6,High Activity,1.81,40.0,0.0,True,Fat Loss,3,3,real,train
41,Male,190.5,99.8,27.5,Overweight,2106.7,3813.1,High Activity,1.81,5.0,4.0,True,Fat Loss,3,2,real,train
61,Female,172.7,108.9,36.49,Obese,1725.2,3122.6,High Activity,1.81,4.0,3.0,True,Fat Loss,3,3,real,train
56,Female,160.0,54.4,21.26,Normal,1204.2,2179.6,High Activity,1.81,30.0,0.0,True,Maintenance,9,6,real,train
59,Male,180.3,99.8,30.68,Obese,1955.8,3539.9,High Activity,1.81,10.0,2.0,True,Fat Loss,3,3,real,train
52,Female,162.6,48.1,18.19,Underweight,1170.6,2118.9,High Activity,1.81,6.0,3.0,True,Muscle Gain,6,4,real,train
65,Male,167.6,64.4,22.92,Normal,1386.8,2510.0,High Activity,1.81,14.0,1.0,True,Maintenance,9,6,real,train
65,Female,175.3,72.6,23.63,Normal,1380.2,2498.2,High Activity,1.81,40.0,4.0,True,Maintenance,9,6,real,train
44,Male,154.9,108.9,45.35,Obese,2040.6,3162.9,Moderate Activity,1.55,0.0,0.0,False,Fat Loss,2,3,real,train
46,Male,175.3,81.6,26.58,Overweight,1762.1,3189.4,High Activity,1.81,10.0,5.0,True,Fat Loss,3,2,real,train
35,Male,185.4,77.1,22.43,Normal,1812.5,3280.7,High Activity,1.81,10.0,5.0,True,Maintenance,9,6,real,train
50,Female,167.6,68.0,24.21,Normal,1379.6,2497.1,High Activity,1.81,20.0,0.0,True,Fat Loss,3,1,real,train
47,Male,182.9,95.3,28.48,Overweight,1975.3,3575.3,High Activity,1.81,5.0,6.0,True,Maintenance,9,7,real,train
25,Female,152.4,47.6,20.51,Normal,1251.9,2265.9,High Activity,1.81,25.0,2.0,True,Maintenance,9,6,real,train
46,Male,154.9,74.8,31.18,Obese,1573.4,2847.9,High Activity,1.81,14.0,2.0,True,Fat Loss,3,3,real,train
57,Male,185.4,88.0,25.59,Overweight,1833.5,3318.6,High Activity,1.81,24.0,0.0,True,Fat Loss,3,2,real,train
55,Female,152.4,44.5,19.14,Normal,1092.6,1977.7,High Activity,1.81,12.0,10.0,True,Fat Loss,3,1,real,train
51,Male,182.9,74.8,22.38,Normal,1679.1,3039.2,High Activity,1.81,5.0,8.0,True,Muscle Gain,6,5,real,train
37,Male,162.6,77.1,29.18,Overweight,1691.5,3061.6,High Activity,1.81,8.0,2.0,True,Maintenance,9,7,real,train
65,Female,167.6,76.2,27.12,Overweight,1390.1,2516.2,High Activity,1.81,6.0,0.0,True,Fat Loss,3,2,real,train
61,Male,154.9,117.9,49.13,Obese,2065.6,3738.7,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
57,Female,167.6,63.5,22.6,Normal,1307.3,2026.4,Moderate Activity,1.55,3.0,1.0,True,Maintenance,8,6,real,train
49,Male,182.9,93.0,27.8,Overweight,1933.6,3499.8,High Activity,1.81,5.0,0.0,True,Maintenance,9,7,real,train
50,Female,172.7,53.5,17.94,Underweight,1261.1,2282.6,High Activity,1.81,10.0,0.0,True,Muscle Gain,6,4,real,train
46,Male,180.3,90.7,27.89,Overweight,1908.0,3453.5,High Activity,1.81,19.0,1.0,True,Fat Loss,3,2,real,train
36,Male,180.3,78.5,24.13,Normal,1800.7,3259.3,High Activity,1.81,5.0,5.0,True,Muscle Gain,6,5,real,train
52,Male,182.9,122.5,36.62,Obese,2311.5,2981.9,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,3,real,train
21,Male,182.9,86.2,25.77,Overweight,2001.4,3622.5,High Activity,1.81,15.0,40.0,True,Fat Loss,3,2,real,train
58,Female,172.7,65.8,22.05,Normal,1339.7,2424.9,High Activity,1.81,10.0,0.0,True,Fat Loss,3,1,real,train
30,Female,162.6,79.4,30.04,Obese,1555.3,2006.4,Low Activity,1.29,0.0,0.0,False,Fat Loss,1,3,real,train
50,Male,185.4,93.0,27.05,Overweight,1940.1,3511.5,High Activity,1.81,5.0,3.0,True,Fat Loss,3,2,real,train
23,Female,165.1,63.5,23.3,Normal,1446.7,2618.5,High Activity,1.81,10.0,6.0,True,Maintenance,9,6,real,train
45,Female,162.6,65.8,24.89,Normal,1364.5,2469.8,High Activity,1.81,20.0,0.0,True,Fat Loss,3,1,real,train
57,Male,175.3,81.6,26.58,Overweight,1699.7,3076.4,High Activity,1.81,10.0,2.0,True,Maintenance,9,7,real,train
49,Male,154.9,90.7,37.79,Obese,1769.1,3202.1,High Activity,1.81,20.0,1.0,True,Fat Loss,3,3,real,train
45,Male,165.1,76.2,27.96,Overweight,1646.1,2979.5,High Activity,1.81,10.0,40.0,True,Fat Loss,3,2,real,train
40,Male,188.0,113.4,32.1,Obese,2282.5,4131.3,High Activity,1.81,30.0,10.0,True,Fat Loss,3,3,real,train
43,Male,167.6,68.0,24.21,Normal,1560.3,2824.1,High Activity,1.81,12.0,0.0,True,Fat Loss,3,1,real,train
59,Female,165.1,54.4,19.97,Normal,1206.9,2184.5,High Activity,1.81,6.0,0.0,True,Maintenance,9,6,real,train
18,Female,165.1,61.2,22.46,Normal,1447.4,2619.7,High Activity,1.81,18.0,1.0,True,Muscle Gain,6,5,real,train
26,Male,193.0,88.5,23.74,Normal,2052.1,3714.4,High Activity,1.81,5.0,0.0,True,Muscle Gain,6,5,real,train
47,Female,185.4,65.8,19.13,Normal,1426.7,1840.4,Low Activity,1.29,2.0,0.0,True,Maintenance,7,6,real,train
27,Female,190.5,117.9,32.5,Obese,2011.4,3640.6,High Activity,1.81,6.0,0.0,True,Fat Loss,3,3,real,train
27,Female,175.3,74.8,24.37,Normal,1565.7,2833.9,High Activity,1.81,6.0,0.0,True,Fat Loss,3,1,real,train
51,Male,182.9,88.5,26.45,Overweight,1861.4,3369.2,High Activity,1.81,10.0,0.0,True,Fat Loss,3,2,real,train
57,Male,188.0,102.1,28.89,Overweight,2034.1,3681.7,High Activity,1.81,15.0,0.0,True,Maintenance,9,7,real,train
45,Female,170.2,68.0,23.49,Normal,1409.1,2184.1,Moderate Activity,1.55,4.0,0.0,True,Muscle Gain,5,5,real,train
62,Male,188.0,106.6,30.17,Obese,2066.4,3740.3,High Activity,1.81,12.0,6.0,True,Fat Loss,3,3,real,train
53,Male,154.9,104.3,43.46,Obese,1928.7,3490.9,High Activity,1.81,15.0,0.0,True,Fat Loss,3,3,real,train
52,Female,165.1,57.6,21.13,Normal,1266.6,1963.2,Moderate Activity,1.55,4.0,0.0,True,Maintenance,8,6,real,train
27,Female,152.4,77.1,33.2,Obese,1515.9,2349.6,Moderate Activity,1.55,0.0,2.0,True,Fat Loss,2,3,real,train
60,Male,180.3,113.4,34.87,Obese,2132.4,2750.8,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
19,Female,157.5,62.6,25.24,Overweight,1432.0,2592.0,High Activity,1.81,15.0,5.0,True,Fat Loss,3,2,real,train
65,Female,165.1,86.2,31.62,Obese,1474.6,1902.2,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,3,real,train
44,Female,172.7,63.5,21.29,Normal,1379.4,2496.7,High Activity,1.81,5.0,2.0,True,Fat Loss,3,1,real,train
41,Male,180.3,86.2,26.5,Overweight,1875.6,3394.9,High Activity,1.81,10.0,0.0,True,Fat Loss,9,2,real,train
34,Male,154.9,86.2,35.9,Obese,1793.5,3246.2,High Activity,1.81,7.0,0.0,True,Fat Loss,3,3,real,train
29,Male,154.9,108.9,45.35,Obese,2125.7,2742.2,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
39,Female,170.2,54.4,18.79,Normal,1309.3,2369.8,High Activity,1.81,12.0,2.0,True,Muscle Gain,6,5,real,train
40,Female,172.7,65.8,22.05,Normal,1417.7,2566.0,High Activity,1.81,7.0,4.0,True,Fat Loss,3,1,real,train
32,Female,180.3,59.0,18.13,Underweight,1413.0,2557.5,High Activity,1.81,35.0,5.0,True,Muscle Gain,6,4,real,train
36,Female,162.6,90.7,34.33,Obese,1634.2,2957.9,High Activity,1.81,10.0,0.0,True,Fat Loss,3,3,real,train
55,Female,162.6,59.0,22.31,Normal,1258.3,2277.6,High Activity,1.81,15.0,0.0,True,Maintenance,9,6,real,train
48,Female,172.7,56.7,19.01,Normal,1299.1,2351.4,High Activity,1.81,20.0,5.0,True,Fat Loss,3,1,real,train
